Exercice,Branche,Code Produit,Désignation Produit,Sous-Branche,Date Survenance,Règlement
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/08/2017,13500.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,22/09/2013,13500.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/05/2018,13500.0
2017,Risques Industriels,RG,RC Générale,Responsabilité Civile,06/04/2016,23100.82
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/12/2020,13500.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/08/2022,13500.0
2016,Risques Industriels,MI,Multirisques Immeubles,Incendie,15/12/2015,13500.0
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,25/02/2019,7761.6
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,06/12/2022,13500.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,11/10/2022,13499.89
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,24/09/2014,25500.0
2020,Risques Industriels,PE,Perte D'exploitation,Incendie,29/01/2019,13498.06
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,29/08/2011,23100.0
2016,Risques Industriels,VM,Vol De Marchandise,Risque simple,10/10/2015,7764.18
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/07/2018,13497.7
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/04/2019,13496.94
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,06/01/2011,13496.0
2020,Risques Industriels,MI,Multirisques Immeubles,Incendie,08/02/2018,13492.98
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,11/12/2005,13484.0
2015,Risques Industriels,MH,Multirisques Habitation,Risque simple,18/06/2015,25448.75
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,08/06/2022,13483.79
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/10/2018,13471.12
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/10/2018,13468.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,27/05/2022,23100.0
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,11/03/2018,7771.61
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/12/2015,13467.12
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,25/01/2022,23100.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/03/2014,13466.36
2015,Risques Industriels,RP,RC Professionnelle,Responsabilité Civile,11/01/2011,25400.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/11/2020,13465.94
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,24/03/2014,13464.53
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,17/11/2012,7772.93
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/10/2014,13464.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/11/2013,13462.4
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,31/10/2017,13462.16
2014,Risques Industriels,RG,RC Générale,Responsabilité Civile,10/06/2014,23100.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,08/12/2014,7775.36
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,13/05/2020,13461.57
2021,Risques Industriels,MH,Multirisques Habitation,Risque simple,18/04/2021,7776.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/08/2022,13460.07
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,16/10/2022,23085.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/03/2022,13460.0
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,04/12/2014,7778.06
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,02/10/2019,13452.72
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,10/07/2017,13449.05
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,17/03/2015,23085.0
2015,Risques Industriels,CN,Catastrophes Naturelles,CAT-NAT,06/10/2012,7780.0
2022,Risques Industriels,BG,Bris De Glaces,Risque simple,07/03/2021,7780.42
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,19/04/2018,7780.91
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,21/02/2016,13446.3
2023,Risques Industriels,MI,Multirisques Immeubles,Incendie,19/10/2022,13444.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,07/07/2022,13443.81
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,05/06/2017,13440.26
2016,Risques Industriels,IS,Incendie Risques Simples,Incendie,26/10/2015,25370.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/01/2015,13440.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,24/05/2023,23075.0
2017,Risques Industriels,VM,Vol De Marchandise,Risque simple,23/08/2014,7784.22
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,05/10/2022,13437.57
2018,Risques Industriels,MI,Multirisques Immeubles,Incendie,17/12/2015,13437.32
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/09/2022,13437.28
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/07/2023,13435.03
2015,Risques Industriels,MI,Multirisques Immeubles,Incendie,13/03/2015,13432.28
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,18/12/2017,7786.96
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,27/09/2017,13431.5
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,15/11/2018,7787.12
2023,Risques Industriels,MI,Multirisques Immeubles,Incendie,15/08/2022,13429.0
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,28/06/2020,13427.83
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,17/02/2021,23056.72
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,02/10/2016,23050.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,27/01/2021,13427.56
2016,Risques Industriels,MH,Multirisques Habitation,Risque simple,14/11/2015,25325.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/06/2018,13427.44
2021,Risques Industriels,MH,Multirisques Habitation,Risque simple,06/01/2021,25286.5
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,25/01/2020,23040.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/01/2016,13425.79
2014,Risques Industriels,VM,Vol De Marchandise,Risque simple,10/10/2014,7790.26
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,04/09/2018,13425.0
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,20/01/2022,13424.89
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,13/11/2020,23039.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,20/02/2018,13424.48
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,18/09/2017,13421.07
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,16/12/2018,13421.07
2015,Risques Industriels,MI,Multirisques Immeubles,Incendie,09/12/2013,13420.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/10/2017,13418.2
2023,Risques Industriels,MI,Multirisques Immeubles,Incendie,09/08/2022,13418.04
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,17/03/2022,13417.42
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/03/2014,13415.63
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,03/02/2019,13412.59
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,30/06/2013,13412.02
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/12/2016,13409.35
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,09/08/2021,13409.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,10/08/2021,13409.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,26/02/2019,13408.2
2019,Risques Industriels,MI,Multirisques Immeubles,Incendie,15/02/2019,13405.0
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/02/2021,13404.34
2018,Risques Industriels,IM,Incendie Risques Multisites,Incendie,23/08/2017,13400.19
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/06/2019,13400.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/02/2016,13400.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/06/2016,13400.0
2020,Risques Industriels,MI,Multirisques Immeubles,Incendie,14/02/2018,13400.0
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,22/09/2014,13400.0
2014,Risques Industriels,RG,RC Générale,Responsabilité Civile,01/01/2014,23020.74
2016,Risques Industriels,IM,Incendie Risques Multisites,Incendie,17/07/2016,13400.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/01/2015,13400.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/06/2016,13400.0
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/05/2017,13400.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/05/2016,13400.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,16/03/2022,23007.78
2014,Risques Industriels,RG,RC Générale,Responsabilité Civile,22/06/2013,23000.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,16/08/2016,23000.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,11/08/2019,23000.0
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,19/12/2016,23000.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,02/07/2023,23000.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/04/2019,13400.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,25/11/2019,23000.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,31/03/2019,23000.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/10/2015,13400.0
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,30/12/2020,13399.73
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,16/02/2023,13398.96
2014,Risques Industriels,IN,Incendie Risques Annexes,Incendie,03/12/2013,13398.66
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,29/09/2020,13396.94
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,31/10/2012,23000.0
2017,Risques Industriels,RG,RC Générale,Responsabilité Civile,24/10/2016,23000.0
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,24/06/2018,23000.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,19/05/2022,23000.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,10/01/2014,13396.5
2017,Risques Industriels,RG,RC Générale,Responsabilité Civile,22/07/2016,23000.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,14/06/2019,23000.0
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,02/02/2021,23000.0
2016,Risques Industriels,RG,RC Générale,Responsabilité Civile,03/06/2015,23000.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,19/09/2022,23000.0
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/08/2018,13395.82
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,31/01/2021,13395.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,08/01/2022,23000.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,15/05/2018,23000.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,23/12/2021,23000.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/05/2019,13393.17
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,21/06/2022,23000.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,17/01/2023,23000.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,05/06/2022,23000.0
2016,Risques Industriels,RG,RC Générale,Responsabilité Civile,07/04/2016,23000.0
2016,Risques Industriels,RG,RC Générale,Responsabilité Civile,25/07/2014,23000.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,03/11/2015,23000.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,27/07/2017,23000.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,02/08/2018,13392.72
2015,Risques Industriels,RG,RC Générale,Responsabilité Civile,28/10/2014,23000.0
2020,Risques Industriels,RG,RC Générale,Responsabilité Civile,08/07/2019,23000.0
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,22/09/2022,23000.0
2018,Risques Industriels,RG,RC Générale,Responsabilité Civile,21/08/2016,23000.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,18/11/2020,23000.0
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/10/2017,13391.5
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,15/05/2019,23000.0
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,30/08/2015,23000.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,23/04/2022,23000.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,08/12/2016,13390.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/12/2020,13388.92
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,30/06/2018,7800.63
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,18/04/2021,13388.62
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,02/04/2022,23000.0
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,16/08/2018,23000.0
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,09/09/2023,13388.62
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/11/2021,13388.15
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,21/01/2019,13388.02
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,30/11/2021,13387.4
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,09/05/2015,7804.2
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/06/2015,13386.98
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,20/06/2022,13383.03
2023,Risques Industriels,IN,Incendie Risques Annexes,Incendie,25/09/2021,13377.95
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,17/10/2018,13377.8
2019,Risques Industriels,IN,Incendie Risques Annexes,Incendie,07/08/2019,13377.29
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,19/03/2017,13375.0
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,06/10/2015,13375.0
2015,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/09/2014,13372.17
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,25/12/2018,13370.52
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,09/08/2021,13369.0
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/02/2021,13366.69
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,11/02/2020,13365.45
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,11/01/2015,7808.87
2023,Risques Industriels,IM,Incendie Risques Multisites,Incendie,24/05/2023,13364.41
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,08/07/2021,13363.7
2022,Risques Industriels,RG,RC Générale,Responsabilité Civile,03/10/2017,23000.0
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,11/09/2021,13360.3
2022,Risques Industriels,IM,Incendie Risques Multisites,Incendie,14/12/2021,13360.3
2017,Risques Industriels,RG,RC Générale,Responsabilité Civile,25/03/2013,23000.0
2023,Risques Industriels,MH,Multirisques Habitation,Risque simple,01/09/2023,7811.43
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,12/12/2020,13360.09
2016,Risques Industriels,RG,RC Générale,Responsabilité Civile,11/12/2015,22985.6
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,23/12/2016,13359.28
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,11/11/2018,13358.35
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/05/2015,13356.39
2015,Risques Industriels,MH,Multirisques Habitation,Risque simple,22/03/2015,7813.41
2020,Risques Industriels,MI,Multirisques Immeubles,Incendie,24/09/2019,13355.49
2020,Risques Industriels,VC,Vol En Coffre,Risque simple,17/07/2019,7813.81
2016,Risques Industriels,IS,Incendie Risques Simples,Incendie,03/03/2015,7813.93
2014,Risques Industriels,VM,Vol De Marchandise,Risque simple,27/01/2014,7814.72
2015,Risques Industriels,VM,Vol De Marchandise,Risque simple,06/02/2012,7815.92
2018,Risques Industriels,VM,Vol De Marchandise,Risque simple,23/04/2018,7817.2
2023,Risques Industriels,MI,Multirisques Immeubles,Incendie,02/07/2022,13355.0
2021,Risques Industriels,IM,Incendie Risques Multisites,Incendie,27/05/2021,13354.7
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,01/08/2016,13354.26
2018,Risques Industriels,IN,Incendie Risques Annexes,Incendie,28/12/2016,13353.04
2019,Risques Industriels,VM,Vol De Marchandise,Risque simple,27/02/2018,7818.29
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,06/06/2021,13349.5
2017,Risques Industriels,IM,Incendie Risques Multisites,Incendie,30/04/2017,13349.27
2019,Risques Industriels,MH,Multirisques Habitation,Risque simple,05/04/2019,7819.56
2016,Risques Industriels,IN,Incendie Risques Annexes,Incendie,04/11/2014,13341.74
2021,Risques Industriels,RG,RC Générale,Responsabilité Civile,01/01/2018,22972.48
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,15/09/2016,13340.03
2019,Risques Industriels,RG,RC Générale,Responsabilité Civile,25/01/2019,22950.0
2020,Risques Industriels,IN,Incendie Risques Annexes,Incendie,09/12/2019,13340.0
2014,Risques Industriels,IS,Incendie Risques Simples,Incendie,16/12/2013,7821.62
2019,Risques Industriels,IM,Incendie Risques Multisites,Incendie,12/10/2018,13338.7
2020,Risques Industriels,IM,Incendie Risques Multisites,Incendie,22/12/2019,13338.28
2017,Risques Industriels,IN,Incendie Risques Annexes,Incendie,16/10/2016,13334.78
2022,Risques Industriels,IN,Incendie Risques Annexes,Incendie,14/09/2022,13334.59
2023,Risques Industriels,RG,RC Générale,Responsabilité Civile,10/05/2022,22950.0
2019,Risques Industriels,MI,Multirisques Immeubles,Incendie,08/02/2018,13332.98
2021,Risques Industriels,IN,Incendie Risques Annexes,Incendie,22/11/2017,13332.95
